4.118,183
0.818,683
3.514,161
4.046,767
1.994,427
0.903,265
3.269,955
0.817,943
3.974,593
3.76,238
0.32,786
3.356,733
1.587,835
3.946,873
3.262,621
0.92,744
1.852,862
3.671,586
0.884,980
1.326,947
0.437,657
3.729,833
1.375,258
0.435,822
3.419,803
0.689,226
0.534,633
1.683,679
1.221,306
3.401,542
3.753,599
1.732,908
2.273,426
1.088,133
1.544,744
3.915,711
3.522,748
1.121,279
3.119,245
0.885,850
0.539,190
0.966,917
2.787,792
1.56,187
1.695,219
2.506,444
3.568,635
0.623,749
3.233,853
1.991,769
4.176,333
4.189,758
1.784,680
1.407,239
3.556,641
2.953,677
3.575,877
1.407,749
0.688,857
0.693,604
1.831,827
0.946,684
2.932,692
1.805,637
3.257,240
1.342,267
1.658,160
3.68,814
2.725,704
0.977,738
3.609,899
1.43,558
1.345,768
1.539,146
2.378,374
3.941,800
3.343,141
4.004,918
2.988,905
3.642,592
3.232,536
4.148,870
3.342,215
1.233,804
0.744,921
4.413,295
3.366,681
1.376,735
1.417,918
4.172,626
4.422,739
2.192,451
0.585,835
1.624,255
1.979,410
0.421,172
1.621,312
0.476,154
3.156,880
3.067,839
0.954,268
3.1,713
3.601,358
0.782,577
4.182,750
1.932,795
3.469,968
3.921,723
0.251,238
1.09,587
0.611,688
4.161,634
0.715,574
3.308,531
0.855,961
1.196,594
0.701,270
1.286,308
1.218,804
0.712,278
0.874,146
2.995,923
4.697,230
2.413,388
3.53,662
3.862,237
1.59,625
2.662,735
0.896,347
0.938,333
1.374,251
1.215,162
4.094,747
1.582,717
3.126,558
3.812,592
3.739,662
0.739,206
3.472,266
2.912,704
3.597,667
1.424,611
0.965,353
1.366,159
1.985,386
0.457,631
3.949,244
3.212,230
1.394,765
3.101,616
1.276,879
3.626,239
2.88,831
3.629,572
2.647,850
4.294,809
3.761,116
0.548,280
3.552,322
1.457,871
4.139,199
2.213,405
4.133,694
1.038,329
0.669,689
1.913,809
3.558,893
1.643,667
1.545,273
0.933,800
4.551,202
3.819,574
3.526,574
4.005,150
1.845,679
0.848,289
0.991,203
1.634,902
2.355,416
4.386,804
1.671,612
1.887,753
0.356,190
1.77,800
2.183,449
0.455,610
1.205,862
1.131,551
3.578,593
3.167,640
1.64,823
0.635,241
1.845,217
1.416,141
3.427,931
3.054,922
0.967,773
1.731,431
0.778,839
3.125,757
3.776,761
4.156,164
2.914,876
3.731,162
0.719,622
1.272,335
2.009,419
0.834,196
3.848,243
3.702,710
4.121,848
1.467,320
4.16,830
3.403,243
2.282,396
1.174,543
0.257,776
3.01,878
1.096,336
0.479,766
3.743,558
1.69,853
3.114,816
3.73,132
2.072,750
3.725,914
1.213,137
1.435,950
0.814,859
0.235,222
1.148,958
4.006,242
4.133,589
3.963,340
1.117,323
2.923,850
4.136,693
4.108,862
2.861,719
3.713,777
1.946,442
4.249,286
3.112,604
3.909,156
3.099,270
0.981,314
0.795,246
3.219,881
4.439,207
3.731,680
1.148,121
1.554,237
1.377,292
3.78,619
3.917,121
1.628,647
1.151,595
3.016,616
2.569,420
4.027,719
0.295,759
4.146,643
2.694,667
1.471,188
2.906,654
3.256,886
0.279,837
2.645,712
1.062,558
0.286,646
3.981,709
0.368,215
3.875,936
3.913,306
0.759,869
3.925,280
1.139,332
4.148,842
1.43,717
1.395,693
3.736,270
3.448,139
0.617,199
0.728,601
0.366,842
3.615,948
1.66,919
2.916,716
1.7,867
1.23,597
3.408,615
0.57,816
1.189,253
0.524,879
3.491,752
1.632,679
0.587,155
1.451,773
1.336,773
1.25,950
2.958,212
3.18,818
3.98,242
1.388,669
0.556,308
1.982,433
1.557,712
1.476,317
0.527,610
1.413,163
0.655,854
4.003,940
2.876,622
1.834,758
2.624,824
4.085,198
0.618,841
3.802,876
3.67,343
4.141,184
0.647,901
0.22,704
0.784,337
1.57,916
1.235,321
0.718,892
3.5,223
3.4,572
1.28,951
1.868,230
0.352,868
3.4,144
4.292,208
3.858,784
2.929,182
3.643,549
1.265,939
3.791,908
0.344,192
3.686,714
4.279,688
0.437,270
1.69,880
1.702,145
1.921,713
0.417,290
4.442,242
4.308,730
1.155,542
3.625,623
4.075,148
1.763,609
2.926,685
0.698,771
1.209,667
4.177,856
4.033,617
3.948,819
0.247,293
1.28,908
0.491,880
0.601,186
3.531,852
1.082,806
3.616,289
1.699,297
3.488,212
0.966,633
1.345,575
3.877,624
1.901,222
0.298,675
1.268,140
2.725,848
4.185,854
1.018,559
2.347,426
0.661,892
3.015,275
1.695,413
1.199,614
3.545,762
1.831,235
0.601,584
0.383,759
3.496,587
3.144,899
3.312,897
0.34,732
1.54,688
3.262,546
0.585,249
3.425,860
3.802,600
3.719,312
0.448,846
1.948,795
0.897,116
1.689,739
0.966,853
0.261,701
3.043,228
0.799,684
4.314,252
4.172,834
3.16,252
4.249,293
1.251,831
4.003,757
0.814,581
1.301,585
1.244,330
0.894,532
3.135,935
3.7,838
1.901,833
1.22,906
1.244,262
3.427,637
1.919,270
2.658,366
1.574,745
1.022,695
0.262,821
3.393,968
4.253,152
1.852,639
1.99,714
0.323,766
3.673,654
0.704,915
4.489,299
1.345,610
2.379,380
3.278,961
3.102,293
3.051,212
0.239,757
1.3,778
3.765,117
3.654,271
4.135,318
3.503,251
3.799,301
1.521,301
1.212,959
1.66,767
3.222,177
1.257,594
2.413,456
3.769,139
1.779,408
4.221,298
3.645,211
3.559,889
2.991,620
3.445,968
1.773,251
2.802,629
1.504,818
3.979,800
0.812,120
4.259,830
0.933,256
0.869,642
2.876,770
0.719,871
1.689,285
4.355,741
3.341,187
2.98,828
3.704,756
1.035,334
2.606,794
0.601,642
2.873,885
0.993,690
4.51,207
2.534,393
1.171,212
3.875,173
1.649,213
1.432,705
3.607,951
3.661,769
2.037,249
4.212,680
4.081,813
3.85,850
3.531,611
2.735,415
0.535,742
3.069,802
2.833,831
4.144,333
0.364,770
1.635,824
0.381,727
1.34,853
3.52,955
3.438,584
1.816,420
1.032,350
1.311,595
3.841,242
4.305,678
1.491,166
1.806,760
3.53,719
1.688,245
2.741,768
4.21,175
3.726,748
3.588,140
3.389,826
3.425,217
4.405,140
0.764,160
4.157,810
3.949,245
3.097,632
1.422,754
3.739,331
4.098,791
0.978,917
3.422,674
2.784,730
1.069,662
1.887,272
1.206,639
2.615,426
1.089,879
4.305,294
3.077,799
4.047,625
0.846,268
0.989,622
4.119,831
4.011,726
4.297,800
0.468,667
1.076,253
1.698,206
3.033,733
1.428,816
3.054,722
1.917,747
0.691,884
2.109,424
1.305,682
3.624,879
3.841,632
3.511,762
1.925,261
3.226,289
1.487,667
4.44,266
0.826,846
3.279,561
1.035,776
0.794,831
3.63,719
1.695,178
3.459,902
1.264,905
0.981,128
1.91,811
4.196,698
1.07,633
3.376,617
0.857,815
2.463,366
3.876,246
4.225,837
2.732,653
4.319,178
0.893,253
3.759,207
0.877,879
0.883,528
0.994,640
0.674,936
3.203,676
3.377,763
4.105,179
4.032,231
2.127,417
1.77,276
1.457,196
1.218,890
2.968,905
0.424,223
1.244,235
3.515,773
3.172,616
3.602,696
1.372,889
3.27,675
2.525,387
3.646,960
1.091,894
0.896,173
0.908,709
1.069,308
2.825,844
0.63,310
3.832,770
4.044,649
3.442,656
3.647,881
3.135,189
1.693,596
3.548,156
3.291,651
1.146,190
0.831,157
0.945,678
0.539,187
3.731,124
0.847,905
1.939,394
1.357,889
3.548,967
0.87,254
3.205,828
1.802,849
1.073,811
3.929,945
0.656,779
1.297,222
2.612,409
2.452,451
3.864,763
0.439,818
2.785,738
0.552,225
4.055,146
0.839,555
1.805,661
0.339,216
3.621,596
2.701,723
4.123,786
0.526,278
3.819,825
1.095,945
1.601,878
1.299,899
0.941,778
2.834,388
1.062,812
0.705,751
0.562,762
3.193,610
1.453,577
3.167,953
3.309,619
2.369,368
3.989,607
1.415,234
0.66,635
1.434,724
0.601,587
1.042,683
0.831,240
4.161,773
2.949,195
2.879,863
2.499,452
3.784,816
1.875,849
4.209,682
0.563,665
1.312,668
0.668,655
1.925,785
4.727,228
1.709,785
1.714,635
2.996,617
0.491,667
4.318,302
0.667,690
1.013,890
1.369,894
0.757,157
4.176,673
1.251,641
4.249,199
0.764,549
2.553,397
4.077,655
4.017,844
0.392,247
1.63,307
0.344,174
1.559,917
3.201,823
2.419,431
0.24,228
1.244,669
4.239,782
4.035,649
3.552,706
2.502,445
1.602,618
2.726,706
0.737,797
1.227,202
3.722,860
3.132,189
0.615,595
1.643,278
2.081,747
1.73,300
4.434,219
1.887,682
3.961,344
3.463,212
3.165,952
3.404,945
1.562,712
4.029,337
2.749,401
1.396,787
1.31,585
1.232,678
1.647,677
2.03,734
4.329,821
0.635,672
4.32,284
1.894,278
0.764,647
2.882,827
3.275,899
4.512,160
0.963,811
1.5,753
0.521,812
3.208,806
4.092,611
1.839,697
2.839,669
2.456,411
3.904,747
3.829,775
4.217,789
0.739,155
0.715,819
3.25,696
1.268,864
0.466,818
3.557,803
3.12,846
4.405,291
0.776,854
0.974,850
1.69,688
0.261,753
1.64,772
4.18,263
0.788,616
3.866,903
3.021,658
1.552,594
1.3,806
0.483,866
2.618,667
3.815,591
3.16,288
3.158,854
0.452,763
1.275,931
3.125,583
4.473,223
1.175,254
3.205,315
4.128,905
4.007,165
3.126,717
4.443,273
1.174,860
1.154,675
3.112,734
1.811,801
0.677,924
3.918,694
0.749,714
0.627,771
4.136,801
2.861,812
0.259,828
1.674,238
3.401,939
1.283,907
0.367,786
0.424,747
0.847,546
3.298,305
1.034,570
3.762,916
4.21,138
0.945,161
2.982,625
1.291,751
0.583,765
4.049,764
1.686,600
4.144,703
0.919,310
2.056,245
0.975,723
0.902,537
4.627,224
2.932,797
3.639,668
3.323,961
2.675,411
2.738,407
1.991,770
0.443,260
1.5,834
0.66,166
0.31,720
0.432,633
0.869,668
4.153,838
1.835,249
1.731,259
1.935,434
3.201,807
1.35,865
3.703,846
3.052,719
2.989,832
3.657,926
1.206,750
1.044,123
3.032,837
3.804,937
4.505,223
2.735,804
0.972,766
1.49,939
3.815,791
3.991,335
3.345,306
0.844,764
0.382,811
0.768,847
3.254,837
0.949,663
3.193,608
0.616,754
1.369,139
1.008,142
3.745,164
1.284,295
3.9,719
3.793,580
3.243,818
1.102,879
4.524,302
3.63,350
1.363,178
3.32,551
4.146,277
0.681,712
4.043,813
0.598,908
0.373,190
0.72,653
3.95,582
1.887,842
1.524,330
1.305,751
0.814,943
0.368,789
4.089,759
0.795,682
3.421,812
1.743,259
1.441,622
3.83,867
0.342,227
3.306,803
1.239,569
1.965,262
1.021,679
3.732,819
4.11,654
0.67,142
2.049,383
4.078,771
2.776,647
0.49,255
3.835,277
3.446,736
3.787,562
1.787,719
2.987,676
3.66,172
1.402,269
3.941,891
0.902,953
0.225,250
1.621,734
1.902,409
0.534,751
3.599,313
1.438,837
3.951,293
0.77,555
1.973,268
0.908,591
0.929,301
3.292,166
1.637,765
3.732,182
0.587,182
3.137,862
3.572,929
1.092,892
1.059,857
3.104,752
0.695,789
2.813,650
0.796,160
0.684,728
3.505,188
2.974,883
1.517,623
1.394,819
2.999,863
1.862,418
3.747,132
3.317,722
3.451,874
4.031,845
0.857,642
1.18,299
0.863,334
4.006,310
3.878,568
2.774,749
3.868,922
0.69,814
0.637,141
3.191,894
1.835,245
0.936,561
1.275,316
3.336,307
1.145,273
1.73,767
4.127,314
4.109,581
0.271,269
0.993,248
3.901,634
0.72,734
3.167,927
3.535,834
1.579,322
1.725,683
4.306,781
0.864,871
3.202,901
1.868,786
0.84,534
3.137,732
1.532,273
0.465,644
0.96,796
0.677,785
1.593,262
1.068,559
0.99,163
0.306,678
1.218,700
0.689,646
3.398,722
2.304,376
3.927,618
0.665,305
0.833,328
0.549,852
3.082,687
0.712,883
1.665,426
3.957,610
1.548,923
4.175,336
1.838,814
3.95,935
2.666,824
2.813,770
1.251,318
0.619,194
0.406,676
2.697,385
1.911,711
3.01,794
4.254,235
1.406,728
1.776,901
3.123,640
1.468,244
1.729,869
0.801,165
0.807,652
4.22,802
1.323,325
1.633,290
0.342,214
3.618,591
1.001,864
2.789,655
0.846,609
3.04,792
1.921,412
1.627,570
1.745,647
0.965,942
1.443,566
1.46,243
2.974,278
3.112,824
0.519,748
2.996,243
4.2,213
3.106,182
3.745,776
1.224,296
1.878,813
4.064,925
2.702,838
0.729,242
1.233,178
1.175,285
1.511,776
1.408,630
3.309,208
3.68,588
3.766,825
1.258,140
1.255,326
4.28,743
0.995,165
3.424,651
1.158,921
3.343,916
3.898,346
3.24,555
1.161,758
2.985,672
1.449,648
1.477,638
1.034,623
1.738,736
1.233,558
0.491,178
3.546,658
1.013,891
1.208,935
1.172,830
3.242,631
1.157,125
4.319,272
4.12,340
4.707,253
3.855,324
1.68,152
1.351,224
3.169,819
1.042,918
3.729,551
1.088,879
4.31,324
1.635,860
1.4,344
1.835,814
4.364,296
3.284,241
2.053,751
0.755,835
3.51,581
3.521,168
3.473,950
3.686,189
1.516,799
2.685,788
3.195,915
0.303,184
2.082,758
3.773,178
3.364,635
1.803,199
3.572,186
2.93,199
3.155,913
3.367,703
3.479,820
3.303,534
3.702,263
1.834,286
1.33,235
3.331,744
1.367,737
1.108,212
3.121,743
0.319,780
3.088,578
1.107,724
2.984,602
0.499,174
0.51,154
3.358,657
1.947,820
1.999,774
1.476,657
4.426,218
0.396,643
4.283,783
1.268,737
3.468,793
3.736,329
0.858,929
3.761,296
0.999,171
2.568,400
3.888,674
2.642,846
3.986,295
1.643,316
3.406,733
2.802,866
1.424,680
3.011,673
3.156,885
1.636,838
0.868,693
4.378,776
1.816,277
0.297,177
3.424,570
1.852,845
2.688,838
1.83,736
0.797,289
3.225,297
1.609,163
3.377,262
1.034,116
0.355,166
0.247,698
3.909,827
1.325,917
4.056,152
1.7,632
2.608,845
1.668,402
0.752,345
0.802,124
0.631,886
3.833,580
3.879,678
3.013,192
0.987,883
0.628,662
3.688,314
0.214,856
1.846,678
4.479,284
3.957,674
2.718,399
4.111,611
3.942,874
1.669,214
4.138,274
3.388,813
3.409,668
4.683,250
1.045,282
3.879,342
3.015,192
1.154,931
4.202,641
1.276,926
3.837,578
1.688,635
0.937,830
3.616,692
3.917,221
3.464,735
4.002,609
0.215,777
3.298,615
1.135,732
3.623,355
3.535,811
1.653,936
1.334,912
2.822,650
3.455,664
3.812,188
3.458,936
0.209,235
3.331,892
3.753,345
4.192,744
0.544,169
4.14,812
1.369,632
0.507,687
1.737,687
1.476,698
1.969,404
1.035,743
3.015,206
1.865,716
1.203,237
0.351,724
3.259,153
3.47,642
0.218,818
1.126,597
3.007,262
1.67,668
1.895,788
1.412,666
4.068,807
0.621,165
3.289,697
3.82,862
4.599,232
2.791,749
1.149,348
2.758,762
0.644,223
1.201,273
3.458,778
1.028,966
3.447,726
3.285,798
1.213,291
2.6,785
1.681,642
1.634,322
0.514,245
3.844,644
1.573,302
0.391,180
3.9,726
1.969,441
1.166,775
4.203,222
0.61,780
2.897,637
0.72,652
4.012,687
2.957,236
3.419,331
1.348,954
1.229,957
3.854,703
0.908,956
3.73,208
2.888,645
1.824,653
4.457,263
1.432,132
2.643,841
1.499,807
0.616,647
3.979,312
1.463,853
1.331,179
1.575,179
2.965,675
0.588,271
1.461,195
3.716,736
0.228,672
3.905,884
3.374,624
2.194,410
1.8,857
0.867,551
1.474,925
0.407,807
0.872,738
1.16,216
0.232,241
4.121,893
1.505,245
0.757,929
3.417,180
2.859,628
3.464,213
0.314,639
3.44,307
3.494,650
2.722,867
3.547,881
0.794,278
3.786,625
1.435,771
0.469,743
3.426,310
3.009,207
3.284,716
1.611,851
0.613,260
3.765,831
3.628,146
3.163,256
4.2,857
2.265,407
0.713,671
1.091,126
3.832,142
0.324,690
1.567,334
3.743,193
0.424,215
2.795,679
3.277,582
1.585,275
4.01,576
1.365,843
3.443,620
1.205,924
4.547,202
2.971,683
1.375,146
0.742,168
3.589,692
0.498,826
3.149,663
0.959,821
1.178,282
3.35,815
1.362,294
3.586,193
4.169,177
0.671,874
3.509,269
3.713,691
4.37,777
3.086,285
1.682,856
0.857,314
3.723,596
3.506,824
3.286,772
3.511,621
1.653,660
3.564,269
1.094,323
1.311,904
0.515,844
1.764,412
2.725,801
0.998,545
3.032,867
3.637,354
0.88,882
3.28,877
1.354,917
2.072,238
0.483,275
3.812,194
0.648,237
0.905,689
1.629,810
4.637,269
4.163,183
4.4,289
4.248,827
1.268,798
0.679,879
2.443,359
3.87,295
4.122,181
3.527,252
3.962,857
0.885,255
3.639,298
1.186,147
1.103,838
1.891,683
1.823,682
1.574,907
1.478,305
0.851,313
3.366,861
4.445,293
3.921,178
3.657,256
0.409,874
0.643,759
1.955,406
3.07,922
1.264,229
1.179,830
3.512,900
3.555,678
1.684,163
1.046,740
0.853,814
4.443,150
1.172,725
3.471,275
0.208,778
3.328,239
3.371,604
1.325,812
1.154,152
3.882,703
1.597,852
3.304,603
0.57,861
3.969,149
3.492,266
1.599,764
1.444,131
2.57,399
2.962,587
3.079,576
1.399,159
3.935,647
1.546,766
1.683,905
1.668,816
3.182,879
3.709,758
3.989,140
1.189,135
3.411,892
3.357,194
0.22,289
0.852,694
0.5,813
3.297,650
3.168,580
1.827,434
1.128,123
3.244,867
0.506,604
0.911,575
3.212,859
4.359,215
0.473,196
3.339,751
1.572,658
2.81,681
0.624,691
3.402,952
4.144,186
1.503,284
0.773,853
0.748,697
3.555,564
4.349,757
0.383,624
1.167,149
3.085,707
1.172,215
3.799,256
3.382,778
2.931,843
1.461,302
1.227,722
3.873,843
4.031,263
4.003,646
1.457,721
2.966,757
0.206,822
3.358,209
2.838,671
3.174,753
0.603,732
3.245,696
0.294,233
0.84,951
1.125,294
4.569,238
1.243,694
3.243,722
4.186,746
0.997,540
0.633,767
1.573,195
4.129,701
3.447,545
2.798,849
1.014,542
2.739,736
1.012,660
3.876,808
1.761,662
0.823,122
1.358,325
3.031,695
3.788,285
1.083,646
0.901,209
4.188,767
1.295,347
1.584,291
4.36,278
3.877,625
3.157,602
1.137,804
1.438,946
1.668,246
1.554,833
1.765,880
1.3,864
2.914,738
1.381,714
1.706,434
1.568,568
3.961,818
4.317,818
3.557,553
0.328,239
0.642,654
3.733,825
0.657,265
1.705,921
1.187,229
1.79,788
3.999,647
0.425,898
0.84,351
0.337,670
1.221,777
0.933,281
1.559,608
3.712,908
2.995,707
1.955,232
0.656,180
1.733,776
4.143,160
3.79,898
0.279,652
4.28,659
0.302,638
3.496,285
2.11,377
0.604,695
1.094,246
3.712,845
0.978,738
3.871,155
3.062,571
4.533,210
3.559,223
3.416,933
4.556,223
4.134,145
2.94,639
3.735,320
0.505,291
3.84,679
0.575,176
2.995,873
1.224,745
1.625,206
4.315,277
1.328,320
2.787,390
1.229,694
2.488,440
2.839,629
4.035,902
1.565,623
3.335,633
3.558,223
0.909,818
0.609,623
3.227,896
3.798,880
0.453,209
4.136,155
3.665,157
4.186,785
0.539,640
3.108,933
2.593,360
4.481,760
3.324,752
2.18,412
1.089,903
0.818,542
0.458,623
0.28,675
0.633,758
3.409,902
0.699,831
2.894,803
3.574,149
0.638,658
1.013,902
1.09,328
1.72,820
2.855,833
0.43,200
3.715,619
3.993,168
3.69,776
0.937,313
1.809,642
1.223,943
0.382,800
0.635,615
3.544,621
3.518,712
2.761,884
0.713,331
0.964,285
3.822,739
4.114,784
1.385,609
0.841,539
4.207,317
3.127,215
1.208,762
0.78,843
3.266,294
3.805,918
3.094,739
0.457,176
0.686,678
0.924,662
1.649,278
1.079,786
0.825,915
1.351,915
1.37,136
0.776,278
2.169,408
1.452,900
2.332,438
0.477,752
1.298,607
0.315,191
3.121,301
0.686,197
1.186,677
1.548,233
3.477,718
1.86,231
3.216,796
1.574,847
3.716,152
3.72,856
3.604,909
0.814,210
0.935,743
1.048,545
4.217,224
3.584,884
3.595,201
3.539,544
3.262,797
1.377,762
0.584,788
0.846,952
3.008,623
0.407,299
3.759,663
1.229,172
3.293,265
0.788,286
1.143,687
0.745,268
2.644,833
4.387,222
1.87,773
1.928,412
1.537,331
3.727,931
2.037,242
3.543,603
0.614,140
3.153,228
3.271,202
0.556,245
0.693,339
1.984,425
0.542,820
3.829,624
1.673,229
4.454,233
3.985,879
0.458,260
3.758,334
1.193,134
3.822,617
3.233,185
4.383,261
1.782,314
0.489,711
0.48,208
3.035,728
4.313,693
2.928,785
1.705,870
0.931,217
1.204,651
0.555,623
1.567,781
2.427,451
3.582,637
2.897,645
3.772,813
1.19,201
1.07,175
3.231,188
3.419,562
3.341,747
1.428,609
1.853,815
3.488,906
2.328,383
3.4,672
2.781,627
3.694,266
3.632,731
3.808,684
3.134,941
3.177,923
4.358,150
1.003,637
3.875,256
3.908,869
1.772,778
2.947,628
3.114,577
3.609,562
4.189,744
1.573,597
3.447,885
3.788,811
1.427,252
0.931,931
3.521,668
3.444,794
3.958,727
3.281,968
0.853,963
0.271,278
2.73,794
3.131,282
0.871,840
0.248,687
3.666,618
2.841,659
1.034,351
1.637,631
2.956,705
0.832,669
1.981,710
3.795,824
4.021,612
1.625,767
2.4,437
0.88,290
3.589,147
2.915,203
0.75,663
1.097,250
3.31,806
3.228,161
0.982,542
0.814,164
0.925,788
4.224,238
2.142,380
3.48,967
1.089,772
4.405,246
1.634,583
4.143,833
3.352,754
4.098,698
0.601,294
4.386,169
2.221,454
1.633,936
3.323,852
1.29,788
3.778,117
3.932,617
1.156,935
3.382,743
3.429,816
2.648,773
0.618,873
0.875,783
1.82,414
3.887,920
3.636,959
1.482,323
3.202,612
0.675,565
0.269,694
4.112,933
0.736,315
3.476,283
3.638,934
0.954,975
3.851,837
3.402,879
1.32,596
2.177,427
0.271,269
1.221,727
3.676,571
3.283,287
3.546,137
3.553,617
1.024,635
3.496,325
4.024,186
1.206,611
3.372,251
0.842,882
1.633,336
2.001,783
0.82,706
3.217,841
4.298,731
2.875,760
3.769,570
4.005,688
2.676,703
4.096,197
3.758,230
3.196,261
1.025,815
3.011,617
3.219,944
1.096,906
0.244,832
2.973,205
3.981,219
0.872,630
1.074,935
1.136,929
0.634,223
1.59,271
0.962,583
3.288,703
1.218,767
1.86,726
1.728,898
2.003,385
2.216,392
1.051,701
2.631,817
1.368,303
1.741,897
0.466,215
3.634,908
1.217,942
3.33,624
4.083,259
3.654,922
0.932,335
1.69,246
1.621,273
4.151,714
1.668,596
1.439,273
1.299,694
0.279,268
3.394,972
3.87,653
3.768,766
2.93,792
1.237,300
0.765,849
4.103,236
0.534,680
1.751,899
1.69,315
3.241,943
3.431,951
0.709,906
4.233,814
4.183,332
3.714,682
3.482,217
4.121,227
0.498,636
0.519,819
3.69,321
3.002,801
0.557,595
4.352,707
2.052,247
3.302,777
0.865,532
2.456,460
0.906,969
1.464,720
1.527,162
2.778,810
1.122,280
2.317,410
0.522,669
2.944,764
3.195,721
3.438,236
3.975,649
4.153,134
1.24,547
1.911,821
3.101,163
1.246,295
1.526,667
1.444,265
1.791,826
0.508,196
2.721,717
3.034,172
3.938,133
0.545,651
4.05,654
2.958,234
3.342,164
3.872,222
0.845,744
1.281,170
3.129,260
1.315,864
4.299,241
1.612,570
4.123,824
1.498,780
0.764,908
1.254,779
4.492,232
3.367,839
1.549,699
1.21,232
4.339,783
1.723,397
1.668,875
1.328,956
1.949,701
3.356,624
3.639,878
0.73,337
3.684,182
4.078,335
0.268,653
0.973,752
0.874,112
1.569,736
1.397,612
4.143,802
3.347,870
0.649,226
3.233,752
3.905,580
2.412,444
3.494,692
4.084,648
3.636,786
1.848,179
4.116,603
1.267,696
2.96,900
3.879,615
1.057,258
0.489,727
4.279,809
1.36,132
3.457,570
4.15,605
0.71,609
1.054,275
4.139,619
3.252,644
3.474,321
1.032,167
2.859,609
3.493,316
2.861,735
1.796,306
3.676,573
0.905,829
3.629,161
3.788,138
4.508,229
1.893,435
1.607,921
3.849,698
1.026,855
3.071,283
2.988,229
1.82,307
3.118,914
2.422,368
3.284,529
0.973,158
4.184,229
4.03,258
3.178,799
1.03,748
4.079,825
1.441,173
3.306,677
3.403,871
2.856,708
4.478,276
1.323,701
4.084,723
1.37,672
3.027,811
0.767,220
3.177,913
1.081,701
1.199,670
1.338,787
1.116,261
1.235,249
3.086,202
0.743,874
0.425,185
3.54,778
0.892,349
1.777,657
1.482,282
0.56,906
0.814,272
3.436,570
3.827,811
1.233,208
1.835,738
3.552,823
0.31,797
3.711,642
3.646,211
0.643,714
2.409,459
1.663,268
1.604,632
3.396,796
3.469,207
3.091,760
3.73,894
0.916,235
0.405,294
0.366,748
1.732,669
2.409,394
1.852,389
3.457,870
3.148,578
2.706,405
3.808,668
1.755,323
1.371,157
1.672,853
3.603,353
2.832,671
3.263,719
3.167,276
4.472,310
3.575,341
4.526,274
3.478,578
3.286,587
3.504,721
3.732,821
1.683,579
2.106,397
0.899,134
3.806,279
1.392,557
1.9,784
1.782,385
1.776,884
1.19,790
0.363,220
3.791,938
4.251,836
0.66,780
3.32,746
1.115,571
1.43,900
0.564,667
0.954,878
1.482,819
2.862,760
0.383,807
0.967,546
3.768,215
4.307,675
0.511,596
3.766,721
1.028,270
0.399,754
0.68,683
4.153,691
1.472,269
0.835,947
3.772,877
0.513,221
0.906,218
2.969,610
0.862,955
0.281,210
0.73,953
3.371,290
0.495,298
1.414,605
0.86,178
3.382,585
1.737,768
0.776,851
2.617,852
1.77,195
1.753,198
4.184,291
1.416,733
0.91,143
1.364,652
4.031,685
1.433,150
1.229,710
2.876,786
3.734,713
3.387,292
